oem,model,battery_charging,platform_cpu,platform_gpu,body_sim,network_technology,display_type,main_camera_video,selfie_camera_video,body_weight,display_resolution,display_size,sound_3.5mm_jack,platform_os,platform_chipset,misc_price,memory,ram,removability,battery_capacity
vivo,Xplay5 Elite,18,4,Adreno 530,Dual-Sim,LTE,Super AMOLED,2160p,,167.8,1440 x 2560 ,5.43,Yes,Android,Qualcomm MSM8996 Snapdragon 820,610,128,6,Non-removable,3600
vivo,Xplay5,,8,Adreno 510,Dual-Sim,LTE,Super AMOLED,2160p,,167.8,1440 x 2560 ,5.43,Yes,Android,Qualcomm MSM8976 Snapdragon 652,520,128,4,Non-removable,3600
vivo,X6Plus,18,8,Mali-T760,Dual-Sim,LTE,Super AMOLED,1080p,,171,1080 x 1920 ,5.7,Yes,Android,Mediatek MT6752,350,64,4,Non-removable,3000
vivo,V1 Max,,8,Adreno 405,Dual-Sim,LTE,IPS LCD,1080p,,165,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8939 Snapdragon 615,150,16,2,Non-removable,2720
vivo,Y37,,8,Adreno 405,Dual-Sim,LTE,IPS LCD,1080p,,165,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8939 Snapdragon 615,87,16,2,Non-removable,2720
vivo,X5Max Platinum Edition,,8,Mali-T760,Dual-Sim,LTE,Super AMOLED,1080p,,194,1080 x 1920 ,5.5,Yes,Android,Mediatek MT6752,440,32,3,Non-removable,4150
vivo,X5Max+,,8,Mali-T760,Dual-Sim,LTE,Super AMOLED,1080p,,156,1080 x 1920 ,5.5,Yes,Android,Mediatek MT6752,430,16,2,Non-removable,2300
vivo,X5Max,,8,Adreno 405,Dual-Sim,LTE,Super AMOLED,1080p,,156,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8939 Snapdragon 615,470,16,2,Non-removable,2300
Xiaomi,Black Shark 2,27,8,640,Dual-Sim,LTE,AMOLED,2160p,1080p,205,1080 x 2340 ,6.39,No,Android,Qualcomm SDM855 Snapdragon 855,450,256,8,Non-removable,4000
Xiaomi,Redmi 7,10,8,Adreno 506,Dual-Sim,LTE,IPS LCD,1080p,1080p,180,720 x 1520 ,6.26,Yes,Android,Qualcomm SDM632 Snapdragon 632,130,64,4,Non-removable,4000
Xiaomi,Redmi Note 7 Pro,18,8,Adreno 612,Dual-Sim,LTE,IPS LCD,2160p,1080p,186,1080 x 2340 ,6.3,Yes,Android,Qualcomm SDM675 Snapdragon 675,200,128,6,Non-removable,4000
Xiaomi,Mi Mix 3 5G,18,8,Adreno 640,Dual-Sim,LTE,Super AMOLED,2160p,1080p,225,1080 x 2340 ,6.39,No,Android,Qualcomm SDM855 Snapdragon 855,600,64,6,Non-removable,3800
Xiaomi,Mi 9 Explorer,27,8,Adreno 640,Dual-Sim,LTE,Super AMOLED,2160p,1080p,173,1080 x 2340 ,6.39,No,Android,Qualcomm SDM855 Snapdragon 855,530,256,8,Non-removable,3300
Xiaomi,Mi 9 SE,18,8,Adreno 616,Dual-Sim,LTE,Super AMOLED,2160p,1080p,155,1080 x 2340 ,5.97,No,Android,Qualcomm SDM712 Snapdragon 712,300,64,6,Non-removable,3070
Xiaomi,Mi 9,27,8,Adreno 640,Dual-Sim,LTE,Super AMOLED,2160p,1080p,173,1080 x 2340 ,6.39,No,Android,Qualcomm SDM855 Snapdragon 855,450,64,6,Non-removable,3300
Xiaomi,Mi Mix 3,18,8,Adreno 630,Dual-Sim,LTE,Super AMOLED,2160p,1080p,218,1080 x 2340 ,6.39,No,Android,Qualcomm SDM845 Snapdragon 845,560,256,8,Non-removable,3200
Xiaomi,Mi 8 Pro,18,8,Adreno 630,Dual-Sim,LTE,Super AMOLED,2160p,1080p,177,1080 x 2248 ,6.21,No,Android,Qualcomm SDM845 Snapdragon 845,500,128,6,Non-removable,3000
Xiaomi,Mi 8 Lite,18,8,Adreno 512,Dual-Sim,LTE,IPS LCD,2160p,1080p,169,1080 x 2280 ,6.26,No,Android,Qualcomm SDM660 Snapdragon 660,230,64,4,Non-removable,3350
Xiaomi,Mi A2 (Mi 6X),18,8,Adreno 512,Dual-Sim,LTE,LTPS IPS LCD,2160p,1080p,166,1080 x 2160 ,5.99,No,Android,Qualcomm SDM660 Snapdragon 660,190,128,6,Non-removable,3000
Xiaomi,Redmi 6,,8,PowerVR GE8320,Dual-Sim,LTE,IPS LCD,1080p,1080p,146,720 x 1440 ,5.45,Yes,Android,Mediatek MT6762 Helio P22,120,64,4,Non-removable,3000
Xiaomi,Redmi 6A,,4,PowerVR GE8320,Dual-Sim,LTE,IPS LCD,1080p,,145,720 x 1440 ,5.45,Yes,Android,Mediatek MT6761 Helio A22,90,32,3,Non-removable,3000
Xiaomi,Mi 8 Explorer,18,8,Adreno 630,Dual-Sim,LTE,Super AMOLED,2160p,1080p,177,1080 x 2248 ,6.21,No,Android,Qualcomm SDM845 Snapdragon 845,500,128,8,Non-removable,3000
Xiaomi,Mi 8,18,8,Adreno 630,Dual-Sim,LTE,Super AMOLED,2160p,1080p,175,1080 x 2248 ,6.21,No,Android,Qualcomm SDM845 Snapdragon 845,380,64,6,Non-removable,3400
Xiaomi,Mi 8 SE,18,8,Adreno 616,Dual-Sim,LTE,Super AMOLED,2160p,1080p,164,1080 x 2244 ,5.88,No,Android,Qualcomm SDM710 Snapdragon 710,260,128,6,Non-removable,3120
Xiaomi,Redmi Note 5 AI Dual Camera,18,8,Adreno 509,Dual-Sim,LTE,IPS LCD,1080p,1080p,181,1080 x 2160 ,5.99,Yes,Android,Qualcomm SDM636 Snapdragon 636,180,64,4,Non-removable,4000
Xiaomi,Redmi Note 5 Pro,18,8,Adreno 509,Dual-Sim,LTE,IPS LCD,1080p,1080p,181,1080 x 2160 ,5.99,Yes,Android,Qualcomm SDM636 Snapdragon 636,180,64,4,Non-removable,4000
Xiaomi,Redmi Y1 (Note 5A),,8,Adreno 505,Dual-Sim,LTE,IPS LCD,1080p,1080p,153,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8940 Snapdragon 435,140,64,4,Non-removable,3080
Xiaomi,Redmi Y1 Lite,,4,Adreno 308,Dual-Sim,LTE,IPS LCD,1080p,,150,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8917 Snapdragon 425,90,16,2,Non-removable,3080
Xiaomi,Mi Note 3,18,8,Adreno 512,Dual-Sim,LTE,IPS LCD,2160p,1080p,163,1080 x 1920 ,5.5,No,Android,Qualcomm SDM660 Snapdragon 660,280,64,6,Non-removable,3500
Xiaomi,Mi Max 2,18,8,Adreno 506,Dual-Sim,LTE,IPS LCD,2160p,1080p,211,1080 x 1920 ,6.44,Yes,Android,Qualcomm MSM8953 Snapdragon 625,200,32,4,Non-removable,5300
Xiaomi,Redmi Note 4X,,8,Adreno 506,Dual-Sim,LTE,IPS LCD,1080p,1080p,165,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8953 Snapdragon 625,130,64,4,Non-removable,4100
Xiaomi,Redmi Note 4,,8,Adreno 506,Dual-Sim,LTE,IPS LCD,1080p,1080p,165,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8953 Snapdragon 625,150,64,4,Non-removable,4100
Xiaomi,Mi Mix,18,4,Adreno 530,Dual-Sim,LTE,IPS LCD,2160p,1080p,209,1080 x 2040 ,6.4,Yes,Android,Qualcomm MSM8996 Snapdragon 821,390,256,6,Non-removable,4400
Xiaomi,Mi Note 2,18,4,Adreno 530,Dual-Sim,LTE,AMOLED,2160p,1080p,166,1080 x 1920 ,5.7,Yes,Android,Qualcomm MSM8996 Snapdragon 821,310,64,6,Non-removable,4070
Xiaomi,Mi 5s Plus,18,4,Adreno 530,Dual-Sim,LTE,IPS LCD,2160p,1080p,168,1080 x 1920 ,5.7,Yes,Android,Qualcomm MSM8996 Snapdragon 821,310,128,6,Non-removable,3800
Xiaomi,Redmi Note 4 (MediaTek),,10,Mali-T880,Dual-Sim,LTE,IPS LCD,1080p,720p,175,1080 x 1920 ,5.5,Yes,Android,Mediatek MT6797 Helio X20,170,16,2,Non-removable,4100
Xiaomi,Redmi Pro,,10,Mali-T880,Dual-Sim,LTE,AMOLED,1080p,1080p,174,1080 x 1920 ,5.5,Yes,Android,Mediatek MT6797T Helio X25,170,128,4,Non-removable,4050
Xiaomi,Mi Max,,6,Adreno 510,Dual-Sim,LTE,IPS LCD,2160p,1080p,203,1080 x 1920 ,6.44,Yes,Android,Qualcomm MSM8956,150,16,2,Non-removable,4850
Xiaomi,Redmi Note Prime,10,4,Adreno 306,Dual-Sim,LTE,IPS LCD,1080p,720p,185,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8916 Snapdragon 410,140,16,2,Removable,3100
Xiaomi,Mi Note Pro,18,8,Adreno 430,Dual-Sim,LTE,IPS LCD,2160p,1080p,161,1440 x 2560 ,5.7,Yes,Android,Qualcomm MSM8994 Snapdragon 810,250,64,4,Non-removable,3000
Xiaomi,Mi Note,18,4,Adreno 330,Dual-Sim,LTE,IPS LCD,2160p,1080p,161,1080 x 1920 ,5.7,Yes,Android,Qualcomm MSM8974AC Snapdragon 801,190,16,3,Non-removable,3000
Xiaomi,Redmi Note 4G,,4,Adreno 305,Mini-Sim,LTE,IPS LCD,1080p,720p,185,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8928 Snapdragon 400,160,8,2,Removable,3100
Xiaomi,Redmi Note,,8,Mali-450,Dual-Sim,HSPA,IPS LCD,1080p,,199,720 x 1280 ,5.5,Yes,Android,Mediatek MT6592,120,8,1,Removable,3100
